ticket_key,email_count_per_ticket,avg_sentiment,sentiment_variance,sentiment_trend,priority_numeric,subject_length,unique_senders,description_length,is_stalled,has_enough_emails,email_volume_per_ticket,priority,status,project.key,issuetype.name,type_Bug,type_Improvement,type_New Feature,type_Sub-task,type_Task,type_Test,type_Wish,proj_HADOOP,proj_HDFS,proj_MAPREDUCE,proj_YARN
HADOOP-11934,4,0.1738,0.2967113412055562,-0.11139999999999999,5,2.75,4,278,0,1,4,Blocker,Closed,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-11937,2,0.8666,0.0,0.0,3,13.0,1,73,0,1,2,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-12027,2,0.8666,0.0,0.0,3,13.0,1,50,0,1,2,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-12269,5,-0.37502,0.5495068762081144,-0.32586666666666664,3,3.8,3,16,0,1,5,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-12563,10,0.56525,0.4400829498830621,-0.13326,3,11.9,7,91,0,1,10,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-12649,4,0.548125,0.24538393556492924,0.07765000000000011,3,9.75,4,75,1,1,4,Major,Open,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-12705,5,-0.37502,0.5495068762081144,-0.32586666666666664,3,3.8,3,35,0,1,5,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-12897,1,0.3182,0.0,0.0,2,5.0,1,45,0,0,1,Minor,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-12910,2,0.8029999999999999,0.0637810316630266,-0.09019999999999995,3,12.0,1,61,0,1,2,Major,Patch Available,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-13055,15,0.3853733333333333,0.435264931583819,0.208075,3,5.933333333333334,7,83,0,1,15,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-13223,9,0.5875888888888888,0.36327194511978367,-0.11819000000000002,3,5.111111111111111,5,486,1,1,9,Major,Open,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-13226,17,0.7285058823529412,0.36510880308236243,-0.302588888888889,3,6.0,5,59,0,1,17,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-13230,2,-0.26839999999999997,0.9195216582549863,1.3004,3,10.0,2,143,0,1,2,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-13363,45,0.47822666666666663,0.4813946393741643,0.12073399209486185,3,7.5777777777777775,16,57,1,1,45,Major,Open,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-13386,3,0.8585666666666668,0.03292192784958577,-0.013399999999999967,3,5.0,3,26,0,1,3,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-13548,1,0.3818,0.0,0.0,3,3.0,1,81,0,0,1,Major,Patch Available,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-13551,1,0.4314,0.0,0.0,5,7.0,1,46,0,0,1,Blocker,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-13617,1,0.3506,0.0,0.0,5,7.0,1,462,0,0,1,Blocker,Patch Available,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-13707,3,0.31293333333333334,0.30536262596023983,-0.5035,3,8.0,3,87,0,1,3,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-13716,1,0.0516,0.0,0.0,3,4.0,1,190,0,0,1,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-13761,1,0.9278,0.0,0.0,5,8.0,1,184,0,0,1,Blocker,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-13786,14,0.5928071428571429,0.37758101008369604,0.02058571428571432,3,4.928571428571429,5,82,0,1,14,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-13836,10,0.8047599999999999,0.1385411868162116,0.11560000000000004,3,6.9,7,144,0,1,10,Major,Patch Available,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-13951,7,-0.016014285714285686,0.4673326453700527,0.4907333333333333,4,3.857142857142857,5,205,1,1,7,Critical,Open,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-14060,3,0.6183333333333333,0.18345697951654316,0.010850000000000026,4,6.0,3,66,1,1,3,Critical,Reopened,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
