ticket_key,email_count_per_ticket,avg_sentiment,sentiment_variance,sentiment_trend,priority_numeric,subject_length,unique_senders,description_length,is_stalled,has_enough_emails,email_volume_per_ticket,priority,status,project.key,issuetype.name,type_Bug,type_Improvement,type_New Feature,type_Sub-task,type_Task,type_Test,type_Wish,proj_HADOOP,proj_HDFS,proj_MAPREDUCE,proj_YARN
HADOOP-14163,26,0.4275846153846154,0.541078470976111,0.20224615384615385,3,6.1923076923076925,17,145,0,1,26,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14178,1,0.296,0.0,0.0,3,8.0,1,87,0,0,1,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-14295,1,0.9278,0.0,0.0,4,8.0,1,116,1,0,1,Critical,Open,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-14386,3,-0.24373333333333333,0.39188662050819406,0.12805,5,7.0,2,67,0,1,3,Blocker,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14435,3,0.29856666666666665,0.9398032364986478,-0.73805,2,7.0,3,75,1,1,3,Minor,Reopened,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-14445,1,0.6486,0.0,0.0,3,8.0,1,119,0,0,1,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-14453,2,0.6085,0.3592102448427662,0.508,3,7.0,2,138,0,1,2,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14552,4,0.78095,0.07127381473350973,-0.02070000000000005,3,6.75,4,56,0,1,4,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14556,12,0.44235,0.48297424644309217,-0.10393333333333332,3,6.25,10,97,0,1,12,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-14597,1,0.8957,0.0,0.0,3,5.0,1,81,0,0,1,Major,Closed,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14667,3,0.31293333333333334,0.30536262596023983,-0.5035,3,8.0,3,19,0,1,3,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14671,1,0.0,0.0,0.0,3,5.0,1,14,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14693,4,0.7521,0.21938907599665639,0.10829999999999995,3,6.75,4,12,1,1,4,Major,Open,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14698,1,-0.0258,0.0,0.0,3,8.0,1,40,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14738,1,0.7906,0.0,0.0,5,7.0,1,146,0,0,1,Blocker,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-14761,1,0.7082,0.0,0.0,1,8.0,1,9,1,0,1,Trivial,Open,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-14816,6,0.5213,0.2776246170641213,0.06373333333333331,3,6.833333333333333,4,20,0,1,6,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14831,1,0.9278,0.0,0.0,5,8.0,1,7,0,0,1,Blocker,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14898,4,0.46734999999999993,0.3874605571323787,0.00610000000000005,3,11.75,2,842,0,1,4,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-14918,2,-0.5574,0.0,0.0,3,4.5,2,142,0,1,2,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-14922,20,0.530775,0.4330095184015194,0.32537,3,4.0,7,171,0,1,20,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-14927,3,0.12050000000000001,0.8626074251941029,-1.1875499999999999,2,7.0,3,34,0,1,3,Minor,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-14969,2,0.7717,0.0,0.0,3,3.5,2,121,1,1,2,Major,Open,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-14989,1,0.5267,0.0,0.0,4,12.0,1,447,1,0,1,Critical,Open,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15033,1,0.8957,0.0,0.0,3,4.0,1,44,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15058,6,0.44675000000000004,0.3315238799845345,0.05256666666666665,5,6.0,3,0,0,1,6,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15124,6,0.7135333333333334,0.19806396609849725,0.1714,3,2.8333333333333335,4,93,0,1,6,Major,Patch Available,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15151,1,0.34,0.0,0.0,3,2.0,1,28,0,0,1,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15183,1,0.9278,0.0,0.0,5,8.0,1,121,0,0,1,Blocker,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15184,2,0.7391000000000001,0.012020815280171359,-0.017000000000000015,3,7.0,2,37,0,1,2,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15195,1,0.1779,0.0,0.0,3,2.0,1,44,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15205,7,0.7556,0.1746378156833928,-0.021816666666666484,3,7.428571428571429,5,65,0,1,7,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15209,1,-0.9186,0.0,0.0,3,9.0,1,78,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15220,27,0.729488888888889,0.18303267748039154,0.10127307692307685,3,6.0,11,19,0,1,27,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15226,27,0.729488888888889,0.18303267748039154,0.10127307692307685,3,6.0,11,5,0,1,27,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15229,3,0.6430666666666667,0.18642683104460403,-0.31865,3,9.0,1,121,0,1,3,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-15262,5,0.7607999999999999,0.1860767583552551,-0.07433333333333336,3,8.0,3,27,0,1,5,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15278,3,0.31293333333333334,0.30536262596023983,-0.5035,3,8.0,3,39,0,1,3,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15304,4,0.510775,0.4099753031179643,0.37365,3,8.0,3,56,0,1,4,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15338,19,0.5805315789473684,0.37559695900530815,-0.22829888888888894,3,8.105263157894736,11,34,0,1,19,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15341,1,0.7906,0.0,0.0,2,7.0,1,30,1,0,1,Minor,Open,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15375,1,-0.7289,0.0,0.0,3,7.0,1,195,0,0,1,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15385,5,0.37268,0.6789358784156277,-0.8416166666666667,4,7.2,5,152,0,1,5,Critical,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15407,47,0.6096489361702128,0.43038321087766124,0.2576251811594201,5,6.48936170212766,19,451,0,1,47,Blocker,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-15412,1,0.3818,0.0,0.0,3,3.0,1,244,0,0,1,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15413,1,0.3818,0.0,0.0,3,3.0,1,26,1,0,1,Major,Open,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15502,2,0.10735,0.34499739854091654,0.4879,5,8.0,2,30,1,1,2,Blocker,Open,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15546,27,0.729488888888889,0.18303267748039154,0.10127307692307685,3,6.0,11,108,0,1,27,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15558,2,0.7096,0.0,0.0,3,2.5,1,73,0,1,2,Major,Patch Available,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-15566,12,0.6431583333333334,0.3159049525017794,-0.19491666666666663,3,6.666666666666667,9,75,0,1,12,Major,Patch Available,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-15583,2,0.44789999999999996,0.0650538238691624,0.09200000000000003,5,7.5,2,351,0,1,2,Blocker,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15616,1,0.8177,0.0,0.0,3,9.0,1,81,0,0,1,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-15617,1,-0.5267,0.0,0.0,3,9.0,1,86,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15619,6,0.5633,0.30968512395657627,-0.31493333333333334,3,5.833333333333333,4,12,0,1,6,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15620,7,0.5548285714285714,0.2835896431717592,-0.110375,3,6.0,4,0,0,1,7,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15691,4,0.642575,0.19602335532617873,-0.21144999999999992,3,11.5,3,254,0,1,4,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-15696,2,0.5157,0.282842712474619,0.4,5,9.5,2,302,0,1,2,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15708,1,0.296,0.0,0.0,2,8.0,1,357,0,0,1,Minor,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15711,10,0.40815999999999997,0.3352998830234743,0.04299999999999998,4,7.5,5,139,0,1,10,Critical,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-15763,6,0.5633,0.30968512395657627,-0.31493333333333334,3,5.833333333333333,4,27,0,1,6,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15767,1,0.2944,0.0,0.0,3,6.0,1,33,0,0,1,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15775,5,-0.10012000000000001,0.8082326595727247,1.3253,4,7.4,4,20,0,1,5,Critical,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15802,1,0.0,0.0,0.0,2,10.0,1,54,0,0,1,Minor,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15822,4,-0.226725,0.24300244683267422,-0.02445,3,4.0,3,51,0,1,4,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15856,1,0.2944,0.0,0.0,5,6.0,1,26,0,0,1,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15866,7,0.6735,0.2599549063459533,0.2681000000000001,5,6.0,4,97,0,1,7,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15891,5,0.19885999999999998,0.31806461293265553,-0.13015000000000004,3,7.6,3,117,0,1,5,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-15905,8,0.4029125,0.506048767942097,-0.02387499999999998,3,6.375,5,231,0,1,8,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15916,2,0.5398499999999999,0.016334166645409216,-0.02310000000000001,5,10.0,1,32,0,1,2,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15923,2,0.28269999999999995,0.7698978633559129,-1.0888,5,7.0,1,37,0,1,2,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15930,12,0.6519916666666666,0.44755667687473005,0.16885000000000017,4,9.166666666666666,5,38,0,1,12,Critical,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15932,5,0.69782,0.40538982103649324,0.5358666666666667,4,6.0,2,320,0,1,5,Critical,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15939,20,0.530775,0.4330095184015194,0.32537,2,4.0,7,165,0,1,20,Minor,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15958,2,0.48295,0.06017478707897516,0.08509999999999995,5,6.5,2,48,0,1,2,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15960,5,0.1396,0.5950903082726184,-0.03824999999999999,4,7.0,3,12,0,1,5,Critical,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-15977,1,0.891,0.0,0.0,3,7.0,1,12,1,0,1,Major,Open,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15983,3,0.7530000000000001,0.20664464667636567,-0.10215000000000007,3,10.666666666666666,2,21,0,1,3,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-15984,14,0.17230000000000004,0.6470588440723978,-0.06177142857142853,3,6.642857142857143,9,8,0,1,14,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-15996,1,0.6486,0.0,0.0,3,8.0,1,113,0,0,1,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-15998,3,0.9004666666666666,0.05191698501775055,-0.0023000000000000798,5,7.0,1,59,0,1,3,Blocker,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16003,14,0.4272142857142857,0.3542755030875153,0.13879999999999992,3,4.928571428571429,6,58,0,1,14,Major,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16035,2,0.94005,0.030334880912902883,0.04290000000000005,3,6.0,2,35,0,1,2,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16046,6,0.2354166666666667,0.33746092761483765,0.15156666666666663,3,10.833333333333334,3,62,0,1,6,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16051,2,-0.043149999999999966,0.68384296808551,-0.9671,3,9.0,1,103,0,1,2,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16053,6,0.5213,0.2776246170641213,0.06373333333333331,3,6.833333333333333,4,9,0,1,6,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16054,2,0.21255000000000002,0.37356451250085304,0.5283,3,5.0,1,12,0,1,2,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16055,5,-0.37502,0.5495068762081144,-0.32586666666666664,5,3.8,3,22,0,1,5,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16058,1,-0.656,0.0,0.0,3,6.0,1,55,0,0,1,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16063,4,0.46734999999999993,0.3874605571323787,0.00610000000000005,3,11.75,2,306,1,1,4,Major,Open,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-16080,10,0.09659,0.6433582023690656,-0.06589999999999999,3,8.0,5,95,0,1,10,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16085,7,0.7677714285714285,0.4013482557342842,0.3192083333333333,3,7.0,7,203,0,1,7,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16095,1,0.8381,0.0,0.0,3,5.0,1,222,0,0,1,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-16107,1,-0.4019,0.0,0.0,5,9.0,1,160,0,0,1,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16109,4,0.48905,0.21637255679344672,-0.2528999999999999,5,7.5,3,273,0,1,4,Blocker,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16117,7,0.7677714285714285,0.4013482557342842,0.3192083333333333,3,7.0,7,42,0,1,7,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16119,2,0.7875,0.18073649327128158,0.25560000000000005,3,7.0,2,197,0,1,2,Major,In Progress,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-16151,2,-0.2263,0.0,0.0,5,4.5,2,148,0,1,2,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16152,6,0.39975000000000005,0.3855236737218611,-0.6257,3,6.666666666666667,5,21,0,1,6,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16193,2,0.54815,0.2643872254856501,-0.37389999999999995,2,5.5,2,54,0,1,2,Minor,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16206,10,0.36995999999999996,0.6037047092743273,-0.12140000000000006,3,7.7,7,11,1,1,10,Major,Open,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16210,4,-0.019249999999999996,0.5513206719626368,-0.36360000000000003,4,6.75,3,27,0,1,4,Critical,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16219,9,0.03153333333333332,0.480735759019443,-0.56568,3,10.222222222222221,6,52,0,1,9,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16222,4,-0.019249999999999996,0.5513206719626368,-0.36360000000000003,3,6.75,3,210,0,1,4,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16254,10,0.1691,0.6862056154438455,0.26783999999999997,5,7.1,8,52,0,1,10,Blocker,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-16266,4,0.06107500000000002,0.461303713223006,0.27265,2,7.0,2,22,0,1,4,Minor,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16275,2,0.53685,0.042638538905548716,0.06029999999999991,2,8.0,1,11,0,1,2,Minor,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16318,4,0.7521,0.21938907599665639,0.10829999999999995,3,6.75,4,10,0,1,4,Major,Patch Available,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16319,1,0.4019,0.0,0.0,2,7.0,1,127,0,0,1,Minor,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16341,2,0.54815,0.2643872254856501,-0.37389999999999995,3,5.5,2,1,0,1,2,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16358,16,0.63693125,0.40726625970201197,-0.05708749999999996,3,6.125,7,186,0,1,16,Major,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16438,1,0.5719,0.0,0.0,3,5.0,1,48,0,0,1,Major,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16439,1,0.4404,0.0,0.0,3,4.0,1,72,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16458,1,0.605,0.0,0.0,3,5.0,1,83,0,0,1,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16460,1,0.5719,0.0,0.0,3,5.0,1,54,0,0,1,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16491,3,-0.5929666666666666,0.036488537012784365,-0.03159999999999996,3,8.666666666666666,3,30,0,1,3,Major,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16494,8,0.5947,0.37204179872697096,-0.4331999999999999,5,7.0,6,38,0,1,8,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16514,1,0.0,0.0,0.0,3,5.0,1,16,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16524,3,0.6631333333333334,0.29048222550327124,-0.16974999999999996,3,8.0,3,23,0,1,3,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16557,5,-0.21545999999999998,0.531554600205849,-0.8059333333333333,3,6.4,4,12,0,1,5,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16560,5,0.7900400000000001,0.07990565061370819,-0.06493333333333318,3,8.0,4,14,0,1,5,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16593,2,0.7002999999999999,0.20011121907579302,-0.28300000000000003,3,2.5,2,14,0,1,2,Major,In Progress,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16595,36,0.7021472222222223,0.2705567714242097,0.08363888888888893,3,11.777777777777779,8,12,0,1,36,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16614,3,0.6520666666666667,0.4165555465161078,-0.4605499999999999,3,7.0,1,94,0,1,3,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16621,14,0.5743642857142858,0.38998288839609135,-0.1395857142857142,4,10.214285714285714,8,49,0,1,14,Critical,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16646,1,0.567,0.0,0.0,3,8.0,1,39,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16647,1,0.8957,0.0,0.0,4,5.0,1,92,0,0,1,Critical,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16649,2,0.13125,0.4372041228076423,0.6183000000000001,2,7.5,2,53,1,1,2,Minor,Open,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16654,2,0.2202,0.31140982643455556,-0.4404,3,9.0,2,30,0,1,2,Major,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16663,5,0.7900400000000001,0.07990565061370819,-0.06493333333333318,3,8.0,4,0,0,1,5,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16664,3,0.8024999999999999,0.11007374800559852,-0.13890000000000002,3,8.0,3,0,0,1,3,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16670,4,0.48525,0.40774103300992404,0.6745,5,9.0,4,26,0,1,4,Blocker,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16688,1,0.891,0.0,0.0,3,8.0,1,22,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16723,7,0.8246142857142856,0.2550729792861344,-0.22520000000000007,3,9.857142857142858,4,25,1,1,7,Major,Open,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-16730,1,0.6745,0.0,0.0,3,4.0,1,317,0,0,1,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-16739,1,0.6249,0.0,0.0,3,4.0,1,18,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16751,5,0.50834,0.3118117749540578,-0.27751666666666663,2,6.0,3,30,0,1,5,Minor,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16754,6,0.0011833333333333325,0.3944380530155105,0.37836666666666663,5,10.166666666666666,3,59,0,1,6,Blocker,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16759,4,0.76315,0.24488754562043372,0.18399999999999994,2,6.0,4,98,0,1,4,Minor,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16775,1,-0.9186,0.0,0.0,3,9.0,1,83,0,0,1,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16795,14,0.15584285714285714,0.49165441069966975,-0.08145714285714285,3,7.928571428571429,8,21,1,1,14,Major,Open,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16797,13,0.6143769230769232,0.2146789119974532,0.1152238095238095,3,8.0,6,31,0,1,13,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16802,2,0.29705000000000004,0.3836054287937021,0.5425,3,11.0,2,53,1,1,2,Major,Open,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16810,1,0.4329,0.0,0.0,5,14.0,1,190,0,0,1,Blocker,In Progress,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16811,1,-0.2263,0.0,0.0,2,8.0,1,0,0,0,1,Minor,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16820,2,0.6335,0.1076216520965925,-0.1522,3,10.5,1,16,0,1,2,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16821,5,0.6223799999999999,0.09295645216981983,0.10830000000000006,3,11.4,1,34,0,1,5,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16824,2,0.28555,0.29465139572043436,0.4167,3,11.0,1,7,0,1,2,Major,Resolved,HADOOP,Bug,1,0,0,0,0,0,0,1,0,0,0
HADOOP-16827,1,-0.2263,0.0,0.0,3,8.0,1,49,0,0,1,Major,Resolved,HADOOP,Sub-task,0,0,0,1,0,0,0,1,0,0,0
HADOOP-16829,5,0.16714,0.29502841897010534,-0.35351666666666665,3,7.2,3,91,0,1,5,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-16830,8,0.4678375,0.4244366314388319,0.21887499999999993,3,8.125,3,151,0,1,8,Major,Resolved,HADOOP,New Feature,0,0,1,0,0,0,0,1,0,0,0
HADOOP-16867,3,0.6934,0.12272835858105495,0.20400000000000007,3,12.0,1,12,0,1,3,Major,Resolved,HADOOP,Task,0,0,0,0,1,0,0,1,0,0,0
HADOOP-16870,5,0.5126799999999999,0.3120705881687667,0.31396666666666667,3,6.4,3,8,0,1,5,Major,Resolved,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
HADOOP-16878,18,0.37774444444444444,0.6701734518432938,0.06877777777777772,3,6.944444444444445,12,159,1,1,18,Major,Reopened,HADOOP,Improvement,0,1,0,0,0,0,0,1,0,0,0
